CLUTCH_NUMBER,DATA_EGGS_FOUND,COLOR,MALE,FEMALE,REGION,POPULATION,TEMPERATURE,TANK,ROOM,CLUTCH_ORDER,DAYS_IN_TREATMENT,DATE_EGGS_LAST_CHECKED,SAMPLE,YOLK_SAC,IMAGE,NOTES
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,10,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,11,0.011,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,12,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,13,0.015,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,14,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,15,0.015,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,16,0.011,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,17,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,18,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,19,0.012,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,20,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,21,0.011,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,22,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,23,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,24,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,25,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,26,0.015,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,27,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,28,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,29,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,30,0.015,0961,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,1,0.008,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,2,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,3,0.010,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,4,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,5,0.009,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,6,0.013,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,7,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,8,0.010,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,9,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,10,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,11,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,12,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,13,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,14,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,15,0.013,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,16,0.009,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,17,0.014,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,18,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,19,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,20,0.009,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,21,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,22,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,23,0.013,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,24,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,25,0.016,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,26,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,27,0.014,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,28,0.011,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,29,0.012,0968,
68,20/01/2023,white,CARL218,CARL222,core,Arlington Reef,30,109,3,3,63,19/01/2023,30,0.012,0968,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,1,0.006,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,2,0.011,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,3,0.008,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,4,0.011,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,5,0.009,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,6,0.009,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,7,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,8,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,9,0.011,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,10,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,11,0.009,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,12,0.011,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,13,0.011,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,14,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,15,0.009,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,16,0.012,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,17,0.012,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,18,0.013,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,19,0.013,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,20,0.013,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,21,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,22,0.009,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,23,0.011,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,24,0.012,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,25,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,26,0.008,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,27,0.010,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,28,0.008,1030,
71,21/01/2023,white,CVLA106,CVLA091,core,Vlassof Cay,30,105,3,4,64,20/01/2023,29,0.009,1030,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,1,0.005,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,2,0.005,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,3,0.004,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,4,0.004,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,5,0.004,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,6,0.005,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,7,0.005,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,8,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,9,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,10,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,11,0.008,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,12,0.005,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,13,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,14,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,15,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,16,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,17,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,18,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,19,0.005,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,20,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,21,NA,1036,blurry
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,22,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,23,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,24,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,25,0.007,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,26,0.008,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,27,0.008,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,28,0.008,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,29,0.006,1036,
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,30,NA,1036,blurry
73,NA,NA,CARL344,CARL370,core,Arlington Reef,30,112,3,2,64,20/02/2023,31,0.008,1036,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,1,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,2,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,3,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,4,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,5,0.010,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,6,0.011,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,7,0.015,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,8,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,9,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,10,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,11,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,12,0.014,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,13,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,14,0.015,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,15,0.012,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,16,0.014,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,17,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,18,0.015,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,19,0.014,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,20,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,21,0.017,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,22,0.017,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,23,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,24,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,25,0.013,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,26,0.015,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,27,0.016,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,28,0.014,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,29,0.017,1052,
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,30,NA,1052,timestamp
76,26/01/2023,white,CPRE372,CPRE209,core,Pretty Patches,27,168,3,2,69,25/01/2022,31,0.012,1052,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,1,0.008,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,2,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,3,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,4,0.007,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,5,0.006,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,6,0.008,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,7,0.008,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,8,0.012,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,9,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,10,0.006,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,11,0.012,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,12,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,13,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,14,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,15,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,16,0.010,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,17,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,18,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,19,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,20,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,21,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,22,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,23,0.011,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,24,0.010,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,25,0.010,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,26,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,27,0.009,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,28,0.012,1062,
79,31/01/2023,white,CARL344,CARL370,core,Arlington Reef,30,112,3,3,74,20/01/2023,29,0.009,1062,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,1,0.013,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,2,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,3,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,4,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,5,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,6,0.018,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,7,0.014,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,8,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,9,0.014,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,10,0.017,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,11,0.017,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,12,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,13,0.018,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,14,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,15,0.014,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,16,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,17,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,18,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,19,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,20,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,21,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,22,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,23,0.015,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,24,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,25,0.013,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,26,0.017,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,27,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,28,0.016,1067,
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,29,NA,1067,timestamp
80,1/02/2023,white,CARL237,CARL219,core,Arlington Reef,27,247,3,2,75,31/01/2023,30,0.016,1067,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,1,0.008,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,2,0.011,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,3,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,4,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,5,0.009,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,6,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,7,0.009,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,8,0.014,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,9,0.008,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,10,0.012,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,11,0.011,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,12,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,13,0.011,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,14,0.011,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,15,0.008,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,16,0.012,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,17,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,18,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,19,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,20,0.008,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,21,0.013,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,22,0.011,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,23,0.008,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,24,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,25,0.011,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,26,0.009,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,27,0.010,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,28,0.009,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,29,0.012,1072,
81,3/02/2023,white,CARL230,CARL235,core,Arlington Reef,27,253,3,1,77,2/02/2023,30,NA,1072,timestamp
84,5/02/2023,white,CARL233,CARL215,core,Arlington Reef,30,108,3,2,79,4/02/2023,1,0.008,1082,
84,5/02/2023,white,CARL233,CARL215,core,Arlington Reef,30,108,3,2,79,4/02/2023,2,0.010,1082,
84,5/02/2023,white,CARL233,CARL215,core,Arlington Reef,30,108,3,2,79,4/02/2023,3,0.008,1082,
84,5/02/2023,white,CARL233,CARL215,core,Arlington Reef,30,108,3,2,79,4/02/2023,4,0.010,1082,
84,5/02/2023,white,CARL233,CARL215,core,Arlington Reef,30,108,3,2,79,4/02/2023,5,0.008,1082,
